aba: 阿爸
kanzhong: 看中、看重
kanzhao: 看着
kanzuo: 看做、看作、看座
kangbai: 康柏
kangfu: 康复
kangjian: 康健
kangle: 康乐
kangning: 康宁
kangtai: 康泰
kangzhuang: 康庄
kangbao: 扛包、抗暴
kanghuo: 扛活
kangqi: 扛起
kangzhao: 扛着
kaocha: 考查、考察
kaochang: 考场
kaodian: 考点、靠垫
kaoding: 考订
kaofen: 考分
kaogu: 考古
kaoguan: 考官
kaoguo: 考过
kaohao: 考号
kaohe: 考核
kaoji: 考绩、拷机
kaojiu: 考究
kaojuan: 考卷
kaole: 考了
kaolv: 考虑
kaoping: 考评
kaoqi: 考期
kaoqin: 考勤
kaoqu: 考区、考取
kaoshang: 考上、犒赏
kaosheng: 考生
kaoshi: 考试
kaoti: 考题
kaowen: 考问、拷问
kaoyan: 考验、烤烟
kaozheng: 考证
kao*: 考*
kaobei: 拷贝、靠背
kaoda: 拷打
kaoan: 靠岸
kaobang: 靠傍
kaobian: 靠边
kaode: 靠得
kaojin: 靠近
kaolong: 靠拢
kaoqiang: 靠墙
kaoshan: 靠山
kaoshou: 靠手
kaota: 靠他、靠她
kaozai: 靠在
kaozhen: 靠枕
kaozhao: 靠着
kela: 坷垃、克拉
kedai: 苛待
kejuan: 苛捐
keke: 苛刻
keqiu: 苛求、渴求
keda: 磕打、科大、可达
kepeng: 磕碰
keshui: 磕睡、瞌睡、嗑睡
ketou: 磕头
keli: 颗粒
keban: 科班、刻板
kechang: 科长、客场、课长
kehuan: 科幻
keji: 科级、科技、克己、客机、客籍
kejiao: 科教
keju: 科局、客居、科举
kelong: 科隆、克隆、客隆
kemang: 科盲
kemu: 科目、渴慕、课目
kepu: 科普
keshi: 科室、课时、可使、可是
kewan: 科宛
kewei: 科委、可为、可谓
kexie: 科协
kexue: 科学
keyan: 科研
keti: 壳体、客体、课题
kezi: 壳子
kesou: 咳嗽
kenian: 渴念
kepan: 渴盼
kewang: 渴望、可望
kexiang: 渴想
kedi: 克敌
kefu: 克服
kekou: 克扣、可口
kelang: 克朗
keshu: 克数
kexing: 克星、可行
kezhi: 克制、可知
kebang: 客帮
kecang: 客舱
keche: 客车
kechuan: 客船、客串
kedian: 客店
kedui: 客队
kefan: 客饭
kefang: 客房
keguan: 客官、客观、可观
kehu: 客户
kejia: 客家
keliu: 客流
kelun: 客轮
keman: 客满
kepiao: 客票
keqi: 客气
keren: 客人
keshang: 客商
ketang: 客堂、课堂
ketao: 客套
keting: 客厅
ketu: 客土
keyuan: 客源、科员
keyun: 客运
kezhan: 客栈
kezuo: 客座
keben: 课本
kecheng: 课程
kewai: 课外
kewen: 课文
keyi: 课以、可疑、可以、刻意
keyu: 课余
kezhuo: 课桌
kende: 啃得
kenshi: 啃食
kenhuang: 垦荒
kenqu: 垦区
kenqie: 恳切
kenqing: 恳请
kenqiu: 恳求
kentuo: 恳托
kengdao: 坑道
kenghai: 坑害
kengmeng: 坑蒙
kengmu: 坑木
kengpian: 坑骗
hangqi: 吭气
hangsheng: 吭声
kongbai: 空白
kongche: 空车
kongdang: 空当、空档
kongdi: 空地
kongdiao: 空调
kongdong: 空洞
konge: 空额
kongfa: 空乏
kongfan: 空翻、空泛
kongfang: 空房、空防
kongfu: 空腹、孔府
kongge: 空格
konghan: 空喊
konghao: 空耗
konghua: 空话
konghuan: 空幻
kongji: 空际
kongjian: 空间
kongjiang: 空降
kongjiao: 空窖
kongjie: 空姐
kongjun: 空军
kongkai: 空开
kongkong: 空空
kongkou: 空口
kongkuang: 空旷
kongkuo: 空阔
konglou: 空楼
kongmen: 空门
kongming: 空名
kongnan: 空难
kongpan: 空盘
kongpi: 空屁
kongping: 空瓶
kongqi: 空气
kongqian: 空前
kongqiang: 空枪、空腔
kongqin: 空勤
kongque: 空缺、孔雀
kongren: 空认
kongsao: 空嫂
kongshen: 空身
kongshi: 空驶
kongtan: 空谈
kongtong: 空桶
kongtou: 空投、空头
kongwei: 空位
kongwen: 空文
kongxi: 空袭、空隙、孔隙
kongxian: 空闲
kongxiang: 空箱、空想
kongxin: 空心
kongxu: 空虚
kongyou: 空有
kongyu: 空余、空域
kongyun: 空运
kongzai: 空载
kongzhan: 空战
kongzhong: 空中
kongzhuan: 空转
kongzhao: 空着
kongzi: 空子、孔子
kongbu: 恐怖
konghuang: 恐慌
kongju: 恐惧
konglong: 恐龙
kongpa: 恐怕
kongxia: 恐吓
konggao: 控告
konggu: 控股
kongsu: 控诉
kongzhi: 控制
koumen: 抠门
kousou: 抠搜
kouan: 口岸
koubei: 口碑
koucai: 口才
koucheng: 口称
kouchi: 口吃、口齿
kouchou: 口臭
kouchuan: 口传
kouchuang: 口疮
koudai: 口袋
koufeng: 口风
koufu: 口服、口福
kougan: 口干、口感
kouhao: 口号
kouji: 口技
koujiao: 口角
koujing: 口径
koujue: 口诀
kouke: 口渴
kouliang: 口粮
kouling: 口令
kounei: 口内
kouqi: 口器、口气
kouqiang: 口腔
kouqin: 口琴
koushao: 口哨
koushe: 口舌
koushi: 口实、口试
koushou: 口授
koushu: 口述
koushui: 口水
kousuan: 口算
koutan: 口谈
koutou: 口头、叩头
kouwei: 口味
kouwen: 口吻
kouxin: 口信
kouxing: 口形
kouyi: 口译
kouyin: 口音
kouyu: 口语、口喻
kouzhao: 口罩
kouzhong: 口中
kouzi: 口子、扣子
kouchu: 扣除
koudiao: 扣掉
koudong: 扣动
koufa: 扣发
koulan: 扣篮
kouliu: 扣留
koulv: 扣率
kouqu: 扣去
kouren: 扣人
kousha: 扣杀
kouya: 扣压、扣押
kouyan: 扣眼
kuchang: 枯肠
kugan: 枯干、苦干
kugu: 枯骨
kuhuang: 枯黄
kujie: 枯竭
kujing: 枯井、苦经、苦境
kushou: 枯瘦
kushu: 枯树、酷暑
kushui: 枯水、苦水
kusi: 枯死、酷似
kuwei: 枯萎、苦维
kuxiu: 枯朽
kuye: 枯叶
kuzao: 枯燥
kuzhi: 枯枝
kugao: 枯槁
kude: 哭得
kuhan: 哭喊、苦寒
kujiao: 哭叫
kule: 哭了、苦了
kuling: 哭灵
kunao: 哭闹、苦恼
kuqi: 哭泣
kuqiang: 哭腔
kuqiong: 哭穷
kusang: 哭丧
kusheng: 哭声
kusu: 哭诉
kuzhao: 哭着
kulong: 窟窿
kuao: 苦熬
kucha: 苦差、裤衩
kuchu: 苦楚、苦处
kudu: 苦读
kugong: 苦工、苦功
kugua: 苦瓜
kuguo: 苦果
kuhai: 苦海
kuhuo: 苦活
kukou: 苦口
kuku: 苦苦
kuli: 苦力
kulian: 苦练
kumen: 苦闷
kuming: 苦命
kunan: 苦难
kuse: 苦涩
kutong: 苦痛
kutou: 苦头、裤头
kuxiao: 苦笑
kuxin: 苦心
kuxing: 苦刑、酷刑
kuxue: 苦学
kuyi: 苦役
kuyu: 苦于
kuzhan: 苦战
kuzhong: 苦衷
kucang: 库藏
kucun: 库存
kufang: 库房
kulun: 库仑
kunei: 库内
kurong: 库容
kudai: 裤带、裤袋
kudang: 裤档
kudou: 裤兜
kufeng: 裤缝
kuyao: 裤腰
kuzi: 裤子
kuadiao: 垮掉
kuale: 垮了
kuatai: 垮台
kuachu: 跨出
kuadu: 跨度
kuaguo: 跨国、跨过
kuahai: 跨海
kuajin: 跨进
kualan: 跨栏
kuaqu: 跨区
kuaru: 跨入
kuasheng: 跨省
kuayue: 跨越、跨跃
kuadang: 胯档
kuaxia: 胯下
kuaigen: 块根
kuaijing: 块茎
kuaitou: 块头
kuaizi: 筷子
kuanchang: 宽敞、宽畅
kuanchuo: 宽绰
kuanda: 宽大
kuandai: 宽待、款待
kuandu: 宽度
kuanguang: 宽广
kuanhou: 宽厚
kuanhuai: 宽怀
kuanjin: 宽紧
kuankuang: 宽旷
kuankuo: 宽阔
kuanpin: 宽频
kuanrang: 宽让
kuanrao: 宽饶
kuanrong: 宽容
kuanshe: 宽赦
kuanshu: 宽舒、宽恕
kuansong: 宽松
kuanti: 宽体
kuanwei: 宽慰
kuanxian: 宽限
kuanxin: 宽心
kuanyi: 宽衣
kuanyu: 宽余、宽裕
kuanzhai: 宽窄
kuanzhan: 宽展
kuanzong: 宽纵
kuane: 款额
kuanliu: 款留
kuanqia: 款洽
kuanshi: 款式
kuanwu: 款物
kuanxiang: 款项
kuanye: 款爷
kuanzi: 款子
kuangfu: 匡扶
kuangsuan: 匡算
kuangzheng: 匡正
kuangzhu: 匡助、矿柱
kuangzi: 筐子、框子
kuangjia: 框架
kuangkuang: 框框
kuangcang: 矿藏
kuangceng: 矿层
kuangchan: 矿产
kuangchang: 矿长
kuangchuang: 矿床
kuangdeng: 矿灯
kuanggong: 矿工、旷工
kuangjing: 矿井、矿警
kuangqu: 矿区
kuangquan: 矿泉
kuangshan: 矿山
kuangshi: 矿石、旷世
kuangwu: 矿物
kuangye: 矿业、旷野
kuangyuan: 矿源
kuangzha: 矿渣
kuangda: 旷达
kuangdang: 旷荡
kuangfei: 旷废、旷费
kuanggu: 旷古
kuangke: 旷课
kuangyun: 旷运
kuangzhi: 旷职
kuangqie: 况且
kuiben: 亏本
kuichan: 亏产
kuicheng: 亏秤
kuidai: 亏待
kuide: 亏得
kuiduan: 亏短
kuifu: 亏负
kuihao: 亏耗
kuikong: 亏空
kuilei: 亏累
kuile: 亏了
kuiqian: 亏欠
kuishi: 亏蚀、窥视
kuisun: 亏损
kuixin: 亏心
kuiran: 岿然
kuiwei: 岿巍、魁伟
kuice: 窥测
kuicha: 窥察
kuidu: 窥度
kuijian: 窥见
kuisi: 窥伺
kuitan: 窥探
kuihua: 葵花
kuishou: 魁首
kuiwu: 魁梧
kuibai: 溃败
kuidi: 溃堤
kuijue: 溃决
kuilan: 溃烂
kuiluan: 溃乱
kuimie: 溃灭
kuisan: 溃散
kuitao: 溃逃
kuitui: 溃退
kuiyang: 溃疡
kunbiao: 坤表
kunchong: 昆虫
kunju: 昆剧
kunlun: 昆仑
kunming: 昆明
kunqiang: 昆腔
kunqu: 昆曲
kunshan: 昆山
kunbang: 捆绑
kunfu: 捆缚
kunlong: 捆拢
kunqi: 捆起
kunzha: 捆扎
kunzhu: 捆住
kunbei: 困惫
kunfa: 困乏
kunhuo: 困惑
kunjing: 困境
kunjiong: 困窘
kunjuan: 困倦
kunjue: 困觉
kunku: 困苦
kunnan: 困难
kunrao: 困扰
kunshou: 困守
kunzai: 困在
kuohao: 括号
kuohu: 括弧
kuoban: 扩版
kuobian: 扩编
kuochong: 扩充
kuoda: 扩大
kuojian: 扩建
kuojun: 扩军
kuorong: 扩容
kuosan: 扩散
kuoyin: 扩印
kuozhan: 扩展
kuozhang: 扩张
kuobie: 阔别
kuobu: 阔步
kuochuo: 阔绰
kuolao: 阔老、阔佬
kuoqi: 阔气
kuoye: 阔野
laji: 垃圾
laba: 喇叭
lama: 喇嘛
labi: 蜡笔
laguo: 蜡果
laran: 蜡染
laxiang: 蜡像
lazhi: 蜡纸
lazhu: 蜡烛
lachang: 腊肠、拉长
lamei: 腊梅、拉美
larou: 腊肉
layue: 腊月
laisai: 莱塞
laibi: 来比
laibin: 来宾
laichao: 来潮
laici: 来此、赖词
laidao: 来到
laide: 来得
laidian: 来电
laifang: 来访
laigao: 来稿
laiguo: 来过
laihan: 来函
laihu: 来沪
laihua: 来华
laihui: 来回
laijian: 来件
laijiang: 来讲
laijing: 来劲、来京
laikan: 来看
laike: 来客
laili: 来历
laile: 来了
lailin: 来临
lailu: 来路
lainian: 来年
laiqu: 来去
lairen: 来人
laisheng: 来生
laishi: 来世、来事、来势
laishuo: 来说
laitou: 来头
laiwang: 来往
laiwen: 来文
laixiang: 来向
laixin: 来信
laiyi: 来意、赖以
laiyou: 来由
laiyuan: 来源
laizhe: 来者
laizhao: 来着
laizi: 来自、癞子
laihun: 赖婚
laipi: 赖皮
laixue: 赖学
laizhang: 赖帐
lanben: 蓝本
lanjing: 蓝鲸
lanse: 蓝色
lantian: 蓝天
lantu: 蓝图
langan: 栏杆、阑干
lanmu: 栏目
landang: 拦挡
lanhuo: 拦获
lanji: 拦击
lanjie: 拦截
lanlu: 拦路
lanwang: 拦网
lanxia: 拦下
lanyao: 拦腰
lanzhu: 拦住、揽住
lanzu: 拦阻
lankuang: 篮框
lanqiu: 篮球
lanquan: 篮圈
lantan: 篮坛
lantou: 篮头
lancao: 兰草
lanhua: 兰花、滥花
lanzhou: 兰州
lanyan: 谰言
lanke: 揽客
lansheng: 览胜、缆绳
landiao: 滥调
lanfa: 滥发、滥伐
lanyong: 滥用
langlang: 琅琅、朗朗
langtou: 榔头、浪头
langdao: 廊道
langxia: 廊下
langjun: 郎君
langzhong: 郎中
langdu: 朗读
langsheng: 朗声
langsong: 朗诵
langchao: 浪潮
langdang: 浪荡
langfei: 浪费
langfeng: 浪峰
langgu: 浪谷
langhua: 浪花
langji: 浪迹、狼籍
langman: 浪漫
langqin: 浪琴
langtao: 浪涛
langyong: 浪涌
langyou: 浪游
langzi: 浪子
laoben: 捞本、老本
laochu: 捞出
laohuo: 捞获
laoqi: 捞起、老气
laoqu: 捞取、老区
laozhao: 捞着
laobao: 劳保、老鸨
laocui: 劳瘁
laodong: 劳动
laodun: 劳顿
laogai: 劳改
laogong: 劳工、老公
laojia: 劳驾、老家
laojiao: 劳教
laojuan: 劳倦
laoku: 劳苦
laolei: 劳累
laoli: 劳力
laolu: 劳碌、老路
laomo: 劳模
laoshen: 劳神、老身
laosun: 劳损
laowu: 劳务
laoxin: 劳心
laoyi: 劳役
laozi: 劳资、老子
laozuo: 劳作
laodi: 牢底、老底、老弟
laofang: 牢房
laogu: 牢固
laoji: 牢记、老几
laokao: 牢靠
laolong: 牢笼
laomen: 牢门
laosao: 牢骚
laoyu: 牢狱、老妪
laozhong: 牢中
laoba: 老爸
laoban: 老板、老伴
laobiao: 老表
laobo: 老伯
laobu: 老布
laocang: 老苍
laochao: 老巢
laocheng: 老成、老诚
laocu: 老粗
laoda: 老大
laodao: 老到、老道、潦倒、唠叨
laodiao: 老调
laodie: 老爹
laoer: 老二
laofen: 老坟
laofu: 老夫
laoge: 老歌
laoguang: 老光
laogui: 老鬼
laohan: 老汉
laohu: 老虎
laohua: 老化、老话
laochong: 老茧
laojiang: 老姜、老将
laojiu: 老酒
laola: 老辣
laolian: 老脸、老练
laole: 老了
laolin: 老林
laoling: 老龄
laoma: 老妈
laomai: 老迈
laomu: 老母
laonian: 老年
laoniang: 老娘
laonong: 老农
laopai: 老牌
laopo: 老婆
laoren: 老人
laosan: 老三
laoshao: 老少
laosheng: 老生
laoshi: 老师、老实、老式、老是
laoshou: 老手
laoshu: 老鼠
laoshuai: 老帅
laosi: 老死、老四
laotai: 老太
laotian: 老天
laotou: 老头
laowai: 老外
laozhua: 老挝
laowo: 老窝
laoxiang: 老相、老乡
laoxiao: 老小
laoxiong: 老兄
laoxiu: 老朽
laoye: 老爷
laoying: 老鹰
laoyou: 老友
laoyuan: 老远
laozhang: 老帐
laozhe: 老者
laozong: 老总
laosou: 老叟
laoao: 老媪
laona: 老衲
laojian: 老趼
laoqing: 涝情
laozai: 涝灾
lebi: 勒逼
lejin: 勒紧
leling: 勒令
lesi: 勒死
lesuo: 勒索
lezhu: 勒住
lechi: 乐池
lede: 乐得、了得
ledui: 乐队
lefu: 乐府
legan: 乐感
leguan: 乐观
leli: 乐理
lelv: 乐律
lepu: 乐谱
leqi: 乐器
lequ: 乐曲、乐趣
leshan: 乐山
leshi: 乐师、乐事、了事
letan: 乐坛
letu: 乐土
letuan: 乐团
leyi: 乐意
leyu: 乐于
leyuan: 乐园
lezhang: 乐章
leilei: 磊磊、累累
leiluo: 磊落
leici: 累次、类次
leifan: 累犯
leiji: 累积、累及、累计、雷击
leijia: 累加
leijin: 累进
leinian: 累年
leizhui: 累赘
leiqiu: 垒球
leitai: 擂台
leixiang: 擂响
leigu: 肋骨
leitiao: 肋条
leihen: 泪痕
leihua: 泪花
leiren: 泪人
leishui: 泪水
leiyan: 泪眼
leizhu: 泪珠
lengjiao: 棱角
lengjing: 棱镜、冷静
lengtai: 棱台
lengzhu: 棱柱
lengzhui: 棱锥
lengcai: 冷菜
lengcang: 冷藏
lengchang: 冷场
lengdan: 冷淡
lengde: 冷得
lengding: 冷丁
lengdong: 冷冻
lengfeng: 冷锋、冷风
lenggong: 冷宫
lengguang: 冷光
lenggui: 冷柜
lenghan: 冷汗
lengjian: 冷箭
lengjun: 冷峻
lengku: 冷酷、冷库
lenglian: 冷脸
lengluo: 冷落
lengmen: 冷门
lengmian: 冷面
lengmo: 冷漠
lengning: 冷凝
lengnuan: 冷暖
lengpan: 冷盘
lengpi: 冷僻
lengqi: 冷气
lengqiang: 冷枪
lengqing: 冷清
lengque: 冷却
lengre: 冷热
lengshi: 冷食
lengshui: 冷水
lengtian: 冷天
lengxiao: 冷笑
lengyan: 冷眼
lengyin: 冷饮
lengyu: 冷遇
lengya: 冷轧
lengzhan: 冷战
lengjin: 冷噤
lihua: 梨花、理化、礼花
lishu: 梨树、礼数、隶书、隶属
liyuan: 梨园
lidi: 犁地
liming: 黎明
lizu: 黎族、立足
liba: 篱笆、力巴
liqiang: 篱墙
lizi: 篱子、李子、栗子、隶字、离子、例子、粒子
licai: 理财、理睬
lichu: 理出
lidang: 理当
liduan: 理短
lifa: 理发、历法、立法
ligai: 理该
lihui: 理会、例会
lijie: 理解、礼节、力戒、离解、历届
like: 理科、力克、立刻
likui: 理亏
liliao: 理疗
lilun: 理论、立论
linian: 理念、历年
liqu: 理屈
lishi: 理事、里氏、利市、力士、历时、历史、立时、立式
lishun: 理顺
lixiang: 理想、立项
lixing: 理性、力行、厉行、例行
liying: 理应
liyou: 理由、利诱
lizhi: 理智、荔枝、丽质、离职、立志
libian: 里边
lichang: 里场、力场、立场
licheng: 里程、历程
liji: 里脊、利己、痢疾、立即
lijia: 里加、离家
lila: 里拉
limian: 里面
linong: 里弄
lishou: 里手
litou: 里头
liwai: 里外、例外
libai: 礼拜
lidan: 礼单
lifu: 礼服
lijiao: 礼教
lijin: 礼金、利金、历尽
limao: 礼帽、礼貌
lipao: 礼炮
lipin: 礼品
liquan: 礼券、利权
lirang: 礼让
litang: 礼堂
liwu: 礼物
liyi: 礼仪、利益、离异、立意
liyu: 礼遇、利于、利欲、鲤鱼、立于
libao: 栗暴
lise: 栗色、丽色
lijiang: 丽江
liren: 丽人、利刃、离任、历任
liri: 丽日
lishui: 丽水、利税
liyin: 丽音
libi: 利弊、力避、力臂
liguo: 利国、立国
lihai: 利害、厉害
likou: 利口
lilu: 利禄
lilv: 利率
liluo: 利落
lima: 利马
limin: 利民、黎民
liniao: 利尿
liqi: 利器、力气、离奇
liqian: 利钱
lirun: 利润
lisuo: 利索
lixi: 利息
liyong: 利用
lizui: 利嘴
liqing: 沥青
lichi: 力持
licu: 力促
licuo: 力挫
lidao: 力道
lidu: 力度、粒度
lijian: 力荐、离间
liju: 力矩
liliang: 力量
liou: 力偶
liqiu: 力求、立秋
litu: 力图
lixue: 力学、理学
lizhan: 力战
lizheng: 力争、力证、立正、例证
lizhu: 力主、立柱
lizuo: 力作
lianban: 联办
lianbang: 联邦
lianbo: 联播
lianchang: 联唱、连长
lianda: 联大、练达
liandui: 联队、连队
lianfang: 联防
lianhe: 联合
lianhu: 联户
lianhuan: 联欢、连环
lianji: 联机、廉洁
lianjie: 联接、联结、链接、连接、连结
lianjun: 联军
lianluo: 联络
lianmeng: 联盟
lianming: 联名、廉明
liansai: 联赛
lianshe: 联社
lianshou: 联手
lianwang: 联网
lianxi: 联席、联系、怜惜、练习
lianxiang: 联想
lianyi: 联谊、涟漪
lianyin: 联姻
lianying: 联营、连赢
lianyun: 联运
lianzhan: 联展
lianmei: 联袂
lianpian: 联翩、连篇
lianhua: 莲花
lianxin: 莲心
lianzi: 莲子、帘子、链子
liandao: 镰刀
lianchi: 廉耻
lianjia: 廉价、脸颊、离岸价
lianzheng: 廉正、廉政
lianzhi: 廉直、炼制
lianbu: 帘布
liandan: 脸蛋
lianhong: 脸红
lianmian: 脸面、连绵
lianpang: 脸庞
lianpen: 脸盆
lianpi: 脸皮
lianpu: 脸谱
lianse: 脸色
lianshang: 脸上
liantang: 脸膛
lianxing: 脸型、脸形
lianqiu: 链球
lianshi: 链式
liantiao: 链条
liangmo: 粮秣
liangban: 凉拌、两半
liangcai: 凉菜
liangfeng: 凉风
liangkuai: 凉快、量块
liangmao: 凉帽
liangmian: 凉面、两面、粮棉
liangpeng: 凉棚
liangshan: 凉山、梁山、两扇
liangshuang: 凉爽、两双
liangtai: 凉台、晾台
liangting: 凉亭
liangxi: 凉席
liangxie: 凉鞋
liangyi: 凉意、良医、两翼
liangmu: 梁木、良母
liangce: 良策、两侧
liangchen: 良辰
liangfang: 良方
lianghao: 良好
liangji: 良机、两机、两极、两级
liangjia: 良家、两家、粮价
liangjiu: 良久
liangku: 良苦、粮库
liangmin: 良民
liangshi: 良师、粮食
liangtian: 良田、粮田
liangxiao: 良宵
liangxin: 良心
liangxing: 良性、两性、量刑
liangyan: 良言、两眼
liangyao: 良药
liangyou: 良友、粮油
liangyuan: 良缘、两院
liangzhi: 良知、两只
liangzhong: 良种、两种、两重
liangan: 两岸、连杆
liangbao: 两包
liangbi: 两臂
liangbian: 两边、两便、量变
liangchang: 两场
liangchuan: 两船
liangci: 两次、量词
liangda: 两大
liangdang: 两党
liangdi: 两抵、两地
liangdian: 两点、粮店
liangduan: 两端
liangdui: 两队
liangge: 两个
liangguang: 两广、亮光
liangguo: 两国
liangjiao: 两脚
liangjuan: 两卷
liangjun: 两军
liangkou: 两口
liangmei: 两枚
liangnan: 两难
liangpang: 两旁
liangqi: 两栖、两讫
liangqing: 两清
liangquan: 两全
liangren: 两人
liangshou: 两手
liangtou: 两头
liangwei: 两位
liangxiang: 两厢、两箱、两项、亮相
liangyang: 两样
liangyong: 两用
liangbei: 量杯
liangcheng: 量程
liangdu: 量度
lianggui: 量规
liangju: 量具
liangli: 量力、两立
liangni: 量你
liangtong: 量筒
liangzi: 量子
liangshai: 晾晒
lianghua: 亮话
liangcha: 谅察
liangjie: 谅解
liaolai: 聊赖
liaole: 聊了
liaotian: 聊天
liaozhai: 聊斋
liaocheng: 疗程、聊城
liaofa: 疗法
liaoshang: 疗伤
liaoxiao: 疗效
liaoyang: 疗养、辽阳
liaozhi: 疗治
liaokuo: 寥廓、辽阔
liaoliao: 寥寥
liaoluo: 寥落
laocao: 潦草
liaodao: 撂倒、料到
liaoshou: 撂手
liaoxia: 撂下
liaozai: 撂在
liaokao: 镣铐
liebiao: 列表
lieche: 列车
liechu: 列出
liedao: 列岛
liedui: 列队
lieguo: 列国
lieju: 列举
liening: 列宁
lieqiang: 列强
lieru: 列入
liewei: 列为、列位
liexi: 列席、裂隙
liebian: 裂变
liefeng: 裂缝、烈风
liehen: 裂痕
liejie: 裂解
liekai: 裂开
liekou: 裂口
liewen: 裂纹、裂璺
liedu: 烈度
liehuo: 烈火
liejiu: 烈酒
lienv: 烈女
lieri: 烈日
lieshi: 烈士、劣势
lieshu: 烈属
liexing: 烈性
lieyan: 烈焰
linlang: 琳琅
linchan: 林产、临产
linchang: 林场、临场
lincong: 林丛
lindai: 林带
lindi: 林地
linhai: 林海
linken: 林垦
linli: 林立、淋漓、邻里
linmang: 林莽
linmu: 林木
linnong: 林农
linqu: 林区
linquan: 林泉
lintao: 林涛
linwan: 林宛
linxia: 林下、磷虾
linye: 林业
linzhong: 林中、临终
linzi: 林子
linfei: 磷肥
linbie: 临别
linchuang: 临床
lindao: 临到
linfeng: 临风
linji: 临机
linjie: 临街、临界
linjin: 临近、邻近
linle: 临了
linmo: 临摹
linpen: 临盆
linshi: 临时
lintie: 临帖
lintou: 临头
linwei: 临危
linxing: 临刑、临行
linyue: 临月
linzhan: 临战
linzhen: 临阵
linzhao: 临着
linzou: 临走
linru: 临蓐
linba: 淋巴
linbing: 淋病
linlin: 淋淋、凛凛、粼粼
linyu: 淋浴
linran: 凛然
linlie: 凛冽
linglong: 玲珑
lingxing: 菱形、灵性、另行、零星
lingmu: 铃木、陵墓
lingsheng: 铃声
lingdang: 铃铛
